date,state,positive,negative,hospitalizedCurrently,hospitalizedCumulative,recovered,death,hospitalized,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease
20200311,WI,3,43,,,,,,,,3,,,55,1,7,46,46,8,46,0,0
20200311,WV,0,3,,,,,,,,,,,54,0,1,5,3,1,3,0,0
20200311,WY,0,,,,,,,,,,,,56,0,0,0,0,0,0,0,0
20200312,AK,0,46,,,,0,,,,0,,,2,0,0,60,46,0,46,0,0
20200312,AL,0,10,,,,,,,,0,,,1,0,0,10,10,0,10,0,0
20200312,AR,6,24,,,,,,,,6,,,5,6,12,50,30,18,30,0,0
20200312,AZ,9,82,,16,,,16,,,,,,4,0,23,115,91,23,91,0,5
20200312,CA,202,916,,,,4,,,,,,,6,45,0,1118,1118,45,1118,4,0
20200312,CO,45,298,,,,,,,,,,,8,17,47,343,343,64,343,0,0
20200312,CT,6,89,,,,,,,,,,,9,3,18,95,95,21,95,0,0
20200312,DC,10,20,,,,,,,,,,,11,5,0,30,30,5,30,0,0
20200312,DE,4,23,,,,0,,,,,0,0,10,3,6,41,27,9,27,0,0
20200312,FL,32,301,,,,2,,,,,,,12,4,0,480,333,4,333,0,0
20200312,GA,31,,,,,,,,,,,,13,9,0,31,31,9,31,0,0
20200312,HI,2,,,,,,,,,,,,15,0,0,2,2,0,2,0,0
20200312,IA,14,67,,,,,,,,14,,,19,1,21,105,81,22,81,0,0
20200312,ID,0,93,,,,,,,,,,,16,0,26,93,93,26,93,0,0
20200312,IL,25,266,,,,,,,,,,,17,6,22,367,291,28,291,0,0
20200312,IN,12,52,,,,,,,,,,,18,2,19,64,64,21,64,0,0
20200312,KS,4,41,,,,,,,,,,,20,3,0,45,45,3,45,0,0
20200312,KY,8,56,,,,,,,,,,,21,0,10,64,64,10,64,0,0
20200312,LA,14,37,,,,,,,,,,,22,8,0,51,51,8,51,0,0
20200312,MA,8,,,,,,,,,,,,25,0,0,8,8,0,8,0,0
20200312,MD,12,94,,,,,,,,12,,,24,3,0,106,106,3,106,0,0
20200312,ME,1,65,,,,,,,,,,,23,1,23,86,66,24,66,0,0
20200312,MI,702,91,,,,,,,,996,0,1,26,205,34,820,793,239,793,0,0
20200312,MN,43,307,,,,,,,,43,,,27,22,90,350,350,112,350,0,0
20200312,MO,1,64,,,,,,9,56,,,,29,0,64,65,65,64,65,0,0
20200312,MS,1,41,,,,,,,,,,,28,1,21,42,42,22,42,0,0
20200312,MT,1,34,,,,,,,,,,,30,1,13,35,35,14,35,0,0
20200312,NC,12,60,,,,,,,,,,,37,5,60,72,72,65,72,0,0
20200312,ND,1,12,,,,,,,,,,,38,1,5,27,13,6,13,0,0
20200312,NE,10,80,,,,,,,,,,,31,5,33,123,90,38,90,0,0
20200312,NH,6,94,,,,,,,,,,,33,2,56,121,100,58,100,0,0
20200312,NJ,30,74,,,,1,,,,,,,34,6,17,124,104,23,104,0,0
20200312,NM,5,155,,,,,,,,,,,35,2,68,160,160,70,160,0,0
20200312,NV,7,168,,,,0,,,,,,,32,2,0,175,175,2,175,0,0
20200312,NY,216,92,,,,,,,,,,,36,0,0,308,308,0,308,0,0
20200312,OH,5,30,,,,,,,,5,,,39,1,9,87,35,10,35,0,0
20200312,OK,3,36,,,,,,,,,,,40,1,21,43,39,22,39,0,0
20200312,OR,19,286,,,,,,,,,,,41,0,0,367,305,0,305,0,0
20200312,PA,22,116,,,,,,,,,,,42,6,28,219,138,34,138,0,0
20200312,RI,13,176,,,,,,15,186,13,,,44,8,37,197,189,45,189,0,0
20200312,SC,10,48,,,,,,,,,,,45,1,16,58,58,17,58,0,0
20200312,SD,8,27,,,,,,,,,,,46,3,14,46,35,17,35,0,0
20200312,TN,18,79,,,,,,,,,,,47,11,29,97,97,40,97,0,0
20200312,TX,23,,,,,,,,,23,,,48,2,0,23,23,2,23,0,0
20200312,UT,4,131,,,,,,,,4,,,49,2,131,135,135,133,135,0,0
20200312,VA,17,117,,,,,,,,,,,51,8,57,134,134,65,134,0,0
20200312,VT,2,136,,,,,,,,,,,50,0,45,138,138,45,138,0,0
20200312,WA,1921,9723,,,,44,,,,801,,,53,256,3508,11644,11644,3764,11644,4,0
20200312,WI,9,84,,,,,,,,8,,,55,6,41,93,93,47,93,0,0
20200312,WV,0,7,,,,,,,,,,,54,0,4,8,7,4,7,0,0
20200312,WY,1,,,,,,,,,,,,56,1,0,1,1,1,1,0,0
20200313,AK,1,59,,,,0,,,,1,,,2,1,13,60,60,14,60,0,0
20200313,AL,1,11,,,,,,,,1,,,1,1,1,12,12,2,12,0,0
20200313,AR,9,30,,,,,,,,9,,,5,3,6,61,39,9,39,0,0
20200313,AZ,9,94,,22,,0,22,,,,,,4,0,12,143,103,12,103,0,6
20200313,CA,202,916,,,,4,,,,,,,6,0,0,1118,1118,0,1118,0,0
20200313,CO,72,524,,,,,,,,,,,8,27,226,596,596,253,596,0,0
20200313,CT,6,99,,,,,,,,,,,9,0,10,105,105,10,105,0,0
20200313,DC,10,20,,,,,,,,,,,11,0,0,30,30,0,30,0,0
20200313,DE,4,30,,,,0,,,,,0,0,10,0,7,44,34,7,34,0,0
20200313,FL,50,478,,,,2,,,,,,,12,18,177,749,528,195,528,0,0
20200313,GA,42,,,,,1,,,,,,,13,11,0,42,42,11,42,1,0
20200313,HI,2,,,,,,,,,,,,15,0,0,2,2,0,2,0,0
20200313,IA,16,83,,,,,,,,16,,,19,2,16,128,99,18,99,0,0
20200313,ID,0,131,,,,,,,,,,,16,0,38,131,131,38,131,0,0
20200313,IL,32,294,,,,,,,,,,,17,7,28,418,326,35,326,0,0
20200313,IN,12,61,,,,,,,,,,,18,0,9,73,73,9,73,0,0
20200313,KS,6,93,,,,,,,,,,,20,2,52,99,99,54,99,0,0
20200313,KY,11,107,,,,,,,,,,,21,3,51,118,118,54,118,0,0
20200313,LA,36,37,,,,,,,,,,,22,22,0,73,73,22,73,0,0
20200313,MA,23,,,,,,,,,,,,25,15,0,23,23,15,23,0,0
20200313,MD,17,94,,,,,,,,17,,,24,5,0,111,111,5,111,0,0
20200313,ME,3,91,,,,,,,,,,,23,2,26,111,94,28,94,0,0
20200313,MI,945,133,,,,,,,,1353,0,1,26,243,42,1104,1078,285,1078,0,0
20200313,MN,62,541,,,,,,,,62,,,27,19,234,603,603,253,603,0,0
20200313,MO,2,71,,,,,,11,76,,,,29,1,7,73,73,8,73,0,0
20200313,MS,4,41,,,,,,,,,,,28,3,0,45,45,3,45,0,0
20200313,MT,1,55,,,,,,,,,,,30,0,21,56,56,21,56,0,0
20200313,NC,15,86,,,,,,,,,,,37,3,26,101,101,29,101,0,0
20200313,ND,1,39,,,,0,,,,,,,38,0,27,52,40,27,40,0,0
20200313,NE,13,80,,,,,,,,,,,31,3,0,126,93,3,93,0,0
20200313,NH,6,94,,,,,,,,,,,33,0,0,121,100,0,100,0,0
20200313,NJ,50,97,,,,1,,,,,,,34,20,23,227,147,43,147,0,0
20200313,NM,10,190,,,,,,,,,,,35,5,35,200,200,40,200,0,0
20200313,NV,11,168,,,,0,,,,,,,32,4,0,179,179,4,179,0,0
20200313,NY,421,2779,,,,,,,,,,,36,205,2687,3200,3200,2892,3200,0,0
20200313,OH,13,50,,,,,,,,13,,,39,8,20,222,63,28,63,0,0
20200313,OK,3,36,,,,,,,,,,,40,0,0,76,39,0,39,0,0
20200313,OR,30,337,,,,,,,,,,,41,11,51,524,367,62,367,0,0
20200313,PA,41,140,,,,,,,,,,,42,19,24,311,181,43,181,0,0
20200313,RI,19,224,,,,,,21,236,19,,,44,6,48,272,243,54,243,0,0
20200313,SC,12,75,,,,,,,,,,,45,2,27,87,87,29,87,0,0
20200313,SD,9,73,,,,,,,,,,,46,1,46,93,82,47,82,0,0
20200313,TN,26,116,,,,,,,,,,,47,8,37,142,142,45,142,0,0
20200313,TX,39,,,,,,,,,39,,,48,16,0,39,39,16,39,0,0
20200313,UT,6,131,,,,,,,,6,,,49,2,0,137,137,2,137,0,0
20200313,VA,30,117,,,,,,,,,,,51,13,0,147,147,13,147,0,0
20200313,VT,5,223,,,,,,,,,,,50,3,87,228,228,90,228,0,0
20200313,WA,2218,13660,,,,47,,,,1018,,,53,297,3937,15878,15878,4234,15878,3,0
20200313,WI,23,169,,,,,,,,19,,,55,14,85,192,192,99,192,0,0
20200313,WV,0,17,,,,,,,,,,,54,0,10,21,17,10,17,0,0
20200313,WY,1,,,,,,,,,1,,,56,0,0,1,1,0,1,0,0
20200314,AK,1,143,,,,0,,,,1,,,2,0,84,144,144,84,144,0,0
20200314,AL,6,22,,,,,,,,6,,,1,5,11,74,28,16,28,0,0
20200314,AR,12,65,,,,,,,,12,,,5,3,35,103,77,38,77,0,0
20200314,AZ,12,121,,26,,0,26,,,,,,4,3,27,183,133,30,133,0,4
20200314,CA,252,916,,,,5,,,,,,,6,50,0,1168,1168,50,1168,1,0
20200314,CO,101,610,,,,1,,,,,,,8,29,86,711,711,115,711,1,0
20200314,CT,11,125,,,,,,,,,,,9,5,26,136,136,31,136,0,0
20200314,DC,10,49,,,,,,,,,,,11,0,29,69,59,29,59,0,0
20200314,DE,6,36,,,,0,,,,,0,0,10,2,6,74,42,8,42,0,0
20200314,FL,77,478,,,,3,,,,,,,12,27,0,776,555,27,555,1,0
20200314,GA,66,,,,,1,,,,,,,13,24,0,66,66,24,66,0,0
20200314,HI,2,,,,,,,,,,,,15,0,0,2,2,0,2,0,0
20200314,IA,17,83,,,,,,,,17,,,19,1,0,100,100,1,100,0,0
20200314,ID,2,174,,,,,,,,,,,16,2,43,176,176,45,176,0,0
20200314,IL,46,316,,,,,,,,,,,17,14,22,444,362,36,362,0,0
20200314,IN,15,74,,,,0,,,,,,,18,3,13,89,89,16,89,0,0
20200314,KS,6,93,,,,1,,,,,,,20,0,0,99,99,0,99,1,0
20200314,KY,14,139,,,,1,,,,,,,21,3,32,153,153,35,153,1,0
20200314,LA,51,109,,,,,,,,,,,22,15,72,160,160,87,160,0,0
20200314,MA,38,,,,,,,,,,,,25,15,0,38,38,15,38,0,0
20200314,MD,26,94,,,,,,,,26,,,24,9,0,120,120,9,120,0,0
20200314,ME,3,91,,,,,,,,,,,23,0,0,111,94,0,94,0,0
20200314,MI,1196,205,,,,,,,,1717,0,1,26,251,72,1427,1401,323,1401,0,0
20200314,MN,90,847,,,,,,,,90,,,27,28,306,937,937,334,937,0,0
20200314,MO,4,90,,,,0,,12,102,,,,29,2,19,94,94,21,94,0,0
20200314,MS,6,84,,,,,,,,,,,28,2,43,90,90,45,90,0,0
20200314,MT,5,103,,,,,,,,,,,30,4,48,108,108,52,108,0,0
20200314,NC,23,137,,,,,,,,,,,37,8,51,160,160,59,160,0,0
20200314,ND,1,54,,,,0,,,,,,,38,0,15,69,55,15,55,0,0
20200314,NE,14,80,,,,,,,,,,,31,1,0,127,94,1,94,0,0
20200314,NH,7,212,,,,,,,,,,,33,1,118,250,219,119,219,0,0
20200314,NJ,50,97,,,,1,,,,,,,34,0,0,227,147,0,147,0,0
20200314,NM,10,237,,,,,,,,,,,35,0,47,247,247,47,247,0,0
20200314,NV,20,168,,,,0,,,,,,,32,9,0,188,188,9,188,0,0
20200314,NY,524,2779,,,,,,,,,,,36,103,0,3303,3303,103,3303,0,0
20200314,OH,13,50,,,,,,,,13,,,39,0,0,222,63,0,63,0,0
20200314,OK,4,36,,,,,,,,,,,40,1,0,77,40,1,40,0,0
20200314,OR,30,337,,,,,,,,,,,41,0,0,524,367,0,367,0,0
20200314,PA,47,205,,,,,,,,,,,42,6,65,402,252,71,252,0,0
20200314,RI,19,310,,,,,,21,326,19,,,44,0,86,386,329,86,329,0,0
20200314,SC,13,110,,,,,,,,,,,45,1,35,123,123,36,123,0,0
20200314,SD,9,182,,,,,,,,,,,46,0,109,194,191,109,191,0,0
20200314,TN,32,130,,,,,,,,,,,47,6,14,162,162,20,162,0,0
20200314,TX,51,,,,,,,,,51,,,48,12,0,51,51,12,51,0,0
20200314,UT,6,131,,,,,,,,6,,,49,0,0,137,137,0,137,0,0
20200314,VA,30,117,,,,,,,,,,,51,0,0,147,147,0,147,0,0
20200314,VT,8,332,,,,,,,,,,,50,3,109,340,340,112,340,0,0
20200314,WA,2484,15723,,,,51,,,,1174,,,53,266,2063,18207,18207,2329,18207,4,0
20200314,WI,23,169,,,,,,,,19,,,55,0,0,192,192,0,192,0,0
20200314,WV,0,26,,,,,,,,,,,54,0,9,31,26,9,26,0,0
20200314,WY,2,,,,,,,,,2,,,56,1,0,2,2,1,2,0,0
20200315,AK,1,143,,,,0,,,,1,,,2,0,0,144,144,0,144,0,0
20200315,AL,12,28,,,,0,,,,12,,,1,6,6,86,40,12,40,0,0
20200315,AR,16,103,,,,,,,,16,,,5,4,38,149,119,42,119,0,0
20200315,AZ,12,121,,36,,0,36,,,,,,4,0,0,183,133,0,133,0,10
20200315,CA,293,916,,,,5,,,,,,,6,41,0,1209,1209,41,1209,0,0
20200315,CO,131,627,,,,1,,,,,,,8,30,17,758,758,47,758,0,0
20200315,CT,20,125,,,,,,,,,,,9,9,0,145,145,9,145,0,0
20200315,DC,16,79,,,,,,,,,,,11,6,30,115,95,36,95,0,0
20200315,DE,6,36,,,,0,,,,,0,0,10,0,0,74,42,0,42,0,0
20200315,FL,116,678,,,,4,,,,,,,12,39,200,1248,794,239,794,1,0
20200315,GA,99,,,,,1,,,,,,,13,33,0,99,99,33,99,0,0
20200315,HI,2,,,,,,,,,,,,15,0,0,2,2,0,2,0,0
20200315,IA,18,83,,,,,,,,18,,,19,1,0,101,101,1,101,0,0
20200315,ID,5,174,,,,,,,,,,,16,3,0,179,179,3,179,0,0
20200315,IL,64,449,,,,,,,,,,,17,18,133,708,513,151,513,0,0
20200315,IN,19,102,,,,0,,,,,,,18,4,28,121,121,32,121,0,0
20200315,KS,8,135,,,,1,,,,,,,20,2,42,143,143,44,143,0,0
20200315,KY,16,139,,,,1,,,,,,,21,2,0,155,155,2,155,0,0
20200315,LA,90,156,,,,2,,,,,,,22,39,47,246,246,86,246,2,0
20200315,MA,64,584,,,,,,,,,,,25,26,584,648,648,610,648,0,0
20200315,MD,31,94,,,,,,,,31,,,24,5,0,125,125,5,125,0,0
20200315,ME,3,91,,,,,,,,,,,23,0,0,111,94,0,94,0,0
20200315,MI,1480,205,,,,,,,,2175,0,1,26,284,0,1711,1685,284,1685,0,0
20200315,MN,128,1387,,,,,,,,128,,,27,38,540,1515,1515,578,1515,0,0
20200315,MO,5,122,,,,0,,19,168,,,,29,1,32,127,127,33,127,0,0
20200315,MS,10,84,,,,,,,,,,,28,4,0,94,94,4,94,0,0
20200315,MT,7,103,,,,,,,,,,,30,2,0,167,110,2,110,0,0
20200315,NC,32,227,,,,,,,,,,,37,9,90,410,259,99,259,0,0
20200315,ND,1,95,,,,0,,,,,,,38,0,41,100,96,41,96,0,0
20200315,NE,17,80,,,,,,,,,,,31,3,0,130,97,3,97,0,0
20200315,NH,13,271,,,,,,,,,,,33,6,59,379,284,65,284,0,0
20200315,NJ,98,120,,,,2,,,,,,,34,48,23,252,218,71,218,1,0
20200315,NM,13,482,,,,,,,,,,,35,3,245,495,495,248,495,0,0
20200315,NV,21,168,,,,1,,,,,,,32,1,0,353,189,1,189,1,0
20200315,NY,729,4543,,,,3,,,,,,,36,205,1764,5272,5272,1969,5272,3,0
20200315,OH,36,139,,,,,,,,36,,,39,23,89,525,175,112,175,0,0
20200315,OK,9,118,,,,,,,,,,,40,5,82,139,127,87,127,0,0
20200315,OR,36,420,,,,,,,,,,,41,6,83,681,456,89,456,0,0
20200315,PA,63,205,,,,,,,,,,,42,16,0,451,268,16,268,0,0
20200315,RI,20,364,,,,,,22,380,20,,,44,1,54,441,384,55,384,0,0
20200315,SC,19,154,,,,,,,,,,,45,6,44,173,173,50,173,0,0
20200315,SD,9,327,,,,,,,,,,,46,0,145,342,336,145,336,0,0
20200315,TN,39,157,,,,,,,,,,,47,7,27,196,196,34,196,0,0
20200315,TX,56,,,,,,,,,56,,,48,5,0,56,56,5,56,0,0
20200315,UT,28,131,,,,0,,,,28,,,49,22,0,159,159,22,159,0,0
20200315,VA,45,363,,,,1,,,,,,,51,15,246,408,408,261,408,1,0
20200315,VT,12,405,,,,,,,,,,,50,4,73,417,417,77,417,0,0
20200315,WA,2738,17158,,,,57,,,,1281,,,53,254,1435,19896,19896,1689,19896,6,0
20200315,WI,37,313,,,,,,,,33,,,55,14,144,350,350,158,350,0,0
20200315,WV,0,38,,,,0,,,,,,,54,0,12,39,38,12,38,0,0
20200315,WY,3,,,,,,,,,2,,,56,1,0,3,3,1,3,0,0
20200316,AK,1,143,,,,0,,,,1,,,2,0,0,144,144,0,144,0,0
20200316,AL,28,28,,,,0,,,,28,,,1,16,0,96,56,16,56,0,0
20200316,AR,22,132,,,,,,,,22,,,5,6,29,168,154,35,154,0,0
20200316,AS,,,,,,,,,,0,,,60,0,0,0,0,0,0,0,0
20200316,AZ,18,125,,42,,0,42,,,,,,4,6,4,206,143,10,143,0,6
20200316,CA,335,7981,,,,6,,,,,,,6,42,7065,8316,8316,7107,8316,1,0
20200316,CO,131,627,,,,1,,,,,,,8,0,0,758,758,0,758,0,0
20200316,CT,26,125,,,,,,,,,,,9,6,0,151,151,6,151,0,0
20200316,DC,17,96,,,,,,,,,,,11,1,17,120,113,18,113,0,0
20200316,DE,8,36,,,,0,,,,,0,0,10,2,0,76,44,2,44,0,0
20200316,FL,141,684,,,,4,,,,,,,12,25,6,1339,825,31,825,0,0
20200316,GA,121,,,,,1,,,,,,,13,22,0,121,121,22,121,0,0
20200316,GU,3,23,,,,,,,,,,,66,0,0,26,26,0,26,0,0
20200316,HI,7,,,,,,,,,,,,15,5,0,7,7,5,7,0,0
20200316,IA,22,83,,,,,,,,22,,,19,4,0,105,105,4,105,0,0
20200316,ID,5,265,,,,,,,,,,,16,0,91,270,270,91,270,0,0
20200316,IL,93,932,,,,,,,,,,,17,29,483,1025,1025,512,1025,0,0
20200316,IN,24,115,,,,1,,,,,,,18,5,13,139,139,18,139,1,0
20200316,KS,11,166,,,,1,,,,,,,20,3,31,177,177,34,177,0,0
20200316,KY,21,234,,,,1,,,,,,,21,5,95,255,255,100,255,0,0
20200316,LA,115,188,,,,2,,,,,,,22,25,32,303,303,57,303,0,0
20200316,MA,97,1199,,,,,,,,,,,25,33,615,1296,1296,648,1296,0,0
20200316,MD,37,94,,,,2,,,,37,,,24,6,0,131,131,6,131,2,0
20200316,ME,17,764,,,,,,,,,,,23,14,673,781,781,687,781,0,0
20200316,MI,1933,272,,,,,,,,2873,1,1,26,453,67,2235,2205,520,2205,0,0
20200316,MN,179,1839,,,,,,,,179,,,27,51,452,2018,2018,503,2018,0,0
20200316,MO,6,164,,,,0,,29,257,,,,29,1,42,170,170,43,170,0,0
20200316,MP,0,,,,,,,,,,,,69,0,0,0,0,0,0,0,0
20200316,MS,12,277,,,,,,,,,,,28,2,193,289,289,195,289,0,0
20200316,MT,7,198,,,,,,,,,,,30,0,95,205,205,95,205,0,0
20200316,NC,33,296,,,,0,,,,,,,37,1,69,480,329,70,329,0,0
20200316,ND,1,123,,,,0,,,,,,,38,0,28,124,124,28,124,0,0
20200316,NE,18,170,,,,,,,,,,,31,1,90,188,188,91,188,0,0
20200316,NH,13,271,,,,,,,,,,,33,0,0,379,284,0,284,0,0
20200316,NJ,178,120,,,,2,,,,,,,34,80,0,318,298,80,298,0,0
20200316,NM,17,566,,,,,,,,,,,35,4,84,583,583,88,583,0,0
20200316,NV,45,168,,,,1,,,,,,,32,24,0,213,213,24,213,0,0
20200316,NY,950,4543,,,,7,,,,,,,36,221,0,5493,5493,221,5493,4,0
20200316,OH,50,140,,,,,,,,50,,,39,14,1,551,190,15,190,0,0
20200316,OK,10,174,,,,,,,,,,,40,1,56,213,184,57,184,0,0
20200316,OR,39,579,,,,,,,,,,,41,3,159,800,618,162,618,0,0
20200316,PA,76,670,,,,,,,,,,,42,13,465,746,746,478,746,0,0
20200316,PR,5,9,,,,,,,,,,,72,0,0,14,14,0,14,0,0
20200316,RI,22,455,,,,,,24,475,22,,,44,2,91,626,477,93,477,0,0
20200316,SC,28,235,,,,1,,,,,,,45,9,81,263,263,90,263,1,0
20200316,SD,10,494,,,,,,,,,,,46,1,167,504,504,168,504,0,0
20200316,TN,52,270,,,,,,,,,,,47,13,113,322,322,126,322,0,0
20200316,TX,57,,,,,,,,,57,,,48,1,0,57,57,1,57,0,0
20200316,UT,39,131,,,,0,,,,39,,,49,11,0,170,170,11,170,0,0
20200316,VA,51,438,,,,1,,,,,,,51,6,75,489,489,81,489,0,0
20200316,VI,1,,,,,,,,,,,,78,0,0,1,1,0,1,0,0
20200316,VT,17,487,,,,,,,,,,,50,5,82,504,504,87,504,0,0
20200316,WA,3107,21684,,,,69,,,,1581,,,53,369,4526,24791,24791,4895,24791,12,0
20200316,WI,56,504,,,,,,,,47,,,55,19,191,560,560,210,560,0,0
20200316,WV,0,80,,,,0,,,,,,,54,0,42,84,80,42,80,0,0
20200316,WY,3,,,,,,,,,3,,,56,0,0,3,3,0,3,0,0
20200317,AK,3,334,,,,0,,,,3,,,2,2,191,337,337,193,337,0,0
20200317,AL,36,28,,,,0,,,,36,,,1,8,0,64,64,8,64,0,0
20200317,AR,22,197,,,,,,,,22,,,5,0,65,260,219,65,219,0,0
20200317,AS,,,,,,,,,,0,,,60,0,0,0,0,0,0,0,0
20200317,AZ,20,142,,55,,0,55,,,,,,4,2,17,228,162,19,162,0,13
20200317,CA,483,7981,,,,11,,,,,,,6,148,0,8464,8464,148,8464,5,0
20200317,CO,160,1056,,,,1,,,,,,,8,29,429,1216,1216,458,1216,0,0
20200317,CT,41,125,,,,,,,,,,,9,15,0,166,166,15,166,0,0
20200317,DC,22,104,,,,,,,,,,,11,5,8,126,126,13,126,0,0
20200317,DE,16,36,,,,0,,,,,0,0,10,8,0,52,52,8,52,0,0
20200317,FL,186,940,,,,6,,,,,,,12,45,256,1998,1126,301,1126,2,0
20200317,GA,146,,,,,1,,,,,,,13,25,0,146,146,25,146,0,0
20200317,GU,5,41,,,,,,,,,,,66,2,18,46,46,20,46,0,0
20200317,HI,10,,,,,,,,,,,,15,3,0,10,10,3,10,0,0
20200317,IA,23,83,,,,,,,,23,,,19,1,0,106,106,1,106,0,0
20200317,ID,7,346,,,,,,,,,,,16,2,81,353,353,83,353,0,0
20200317,IL,159,1340,,,,1,,,,,,,17,66,408,1499,1499,474,1499,1,0
20200317,IN,30,129,,,,2,,,,,,,18,6,14,159,159,20,159,1,0
20200317,KS,15,382,,,,1,,,,,,,20,4,216,397,397,220,397,0,0
20200317,KY,22,295,,,,1,,,,,,,21,1,61,317,317,62,317,0,0
20200317,LA,137,286,,,,4,,,,,,,22,22,98,423,423,120,423,2,0
20200317,MA,118,1633,,,,,,,,,,,25,21,434,1751,1751,455,1751,0,0
20200317,MD,57,94,,,,,,,,57,,,24,20,0,151,151,20,151,-2,0
20200317,ME,32,1303,,,,,,,,,,,23,15,539,1335,1335,554,1335,0,0
20200317,MI,3659,879,,,,2,,221,879,4491,4,1,26,1726,607,4538,4538,2333,4538,2,0
20200317,MN,246,2276,,,,,,,,246,,,27,67,437,2522,2522,504,2522,0,0
20200317,MO,8,207,,,,0,,39,365,,,,29,2,43,215,215,45,215,0,0
20200317,MP,0,,,,,,,,,,,,69,0,0,0,0,0,0,0,0
20200317,MS,21,368,,,,,,,,,,,28,9,91,389,389,100,389,0,0
20200317,MT,8,303,,,,,,,,,,,30,1,105,311,311,106,311,0,0
20200317,NC,40,474,,,,0,,,,,,,37,7,178,514,514,185,514,0,0
20200317,ND,3,220,,,,0,,,,,,,38,2,97,223,223,99,223,0,0
20200317,NE,21,206,,,,,,,,,,,31,3,36,227,227,39,227,0,0
20200317,NH,17,355,,,,,,,,,,,33,4,84,567,372,88,372,0,0
20200317,NJ,267,163,,,,3,,,,,,,34,89,43,485,430,132,430,1,0
20200317,NM,23,1249,,,,,,,,,,,35,6,683,1272,1272,689,1272,0,0
20200317,NV,55,168,,,,1,,,,,,,32,10,0,223,223,10,223,0,0
20200317,NY,1700,5506,325,,,7,,,,,,,36,750,963,7206,7206,1713,7206,0,0
20200317,OH,67,140,,,,,,,,67,,,39,17,0,207,207,17,207,0,0
20200317,OK,17,247,,,,,,,,,,,40,7,73,346,264,80,264,0,0
20200317,OR,47,689,,,,,,,,,,,41,8,110,920,736,118,736,0,0
20200317,PA,96,879,,,,,,,,,,,42,20,209,975,975,229,975,0,0
20200317,PR,5,13,,,,,,,,,,,72,0,4,22,18,4,18,0,0
20200317,RI,33,608,,,,,,40,637,33,,,44,11,153,790,641,164,641,0,0
20200317,SC,33,311,,,,1,,,,,,,45,5,76,344,344,81,344,0,0
20200317,SD,11,551,,,,,,,,,,,46,1,57,597,562,58,562,0,0
20200317,TN,73,330,,,,,,,,,,,47,21,60,403,403,81,403,0,0
20200317,TX,64,1204,,,,1,,,,64,,,48,7,1204,1268,1268,1211,1268,1,0
20200317,UT,51,131,,,,0,,,,51,,,49,12,0,182,182,12,182,0,0
20200317,VA,67,961,,,,1,,,,,,,51,16,523,1028,1028,539,1028,0,0
20200317,VI,2,,,,,,,,,,,,78,1,0,2,2,1,2,0,0
20200317,VT,19,581,,,,,,,,,,,50,2,94,600,600,96,600,0,0
20200317,WA,3432,25997,,,,78,,,,1845,,,53,325,4313,29429,29429,4638,29429,9,0
20200317,WI,83,1038,,,,,,,,72,,,55,27,534,1121,1121,561,1121,0,0
20200317,WV,0,80,,,,0,,,,,,,54,0,0,84,80,0,80,0,0
20200317,WY,10,95,,,,,,,,3,,,56,7,95,105,105,102,105,0,0
20200318,AK,6,406,,,,0,,,,6,,,2,3,72,412,412,75,412,0,0
20200318,AL,46,28,,,,0,,,,46,,,1,10,0,74,74,10,74,0,0
20200318,AR,33,236,,,,,,,,33,,,5,11,39,319,269,50,269,0,0
20200318,AS,,,,,,0,,,,0,,,60,0,0,0,0,0,0,0,0
20200318,AZ,28,148,,67,,0,67,,,,,,4,8,6,278,176,14,176,0,12
20200318,CA,611,7981,,,,13,,,,,,,6,128,0,8592,8592,128,8592,2,0
20200318,CO,183,1617,,,,2,,,,,,,8,23,561,1800,1800,584,1800,1,0
20200318,CT,68,125,,,,,,,,,,,9,27,0,193,193,27,193,0,0
20200318,DC,31,138,,,,,,,,,,,11,9,34,170,169,43,169,0,0
20200318,DE,25,36,,,,0,,,,,0,0,10,9,0,61,61,9,61,0,0
20200318,FL,314,1225,,,,7,,,,,,,12,128,285,2493,1539,413,1539,1,0
20200318,GA,197,1311,,,,1,,,,,,,13,51,1311,1508,1508,1362,1508,0,0
20200318,GU,8,57,,,,,,,,,,,66,3,16,65,65,19,65,0,0
20200318,HI,14,93,,,,,,,,,,,15,4,93,107,107,97,107,0,0
20200318,IA,29,83,,,,,,,,29,,,19,6,0,112,112,6,112,0,0
20200318,ID,9,459,,,,,,,,,,,16,2,113,468,468,115,468,0,0
20200318,IL,288,1763,,,,1,,,,,,,17,129,423,2051,2051,552,2051,0,0
20200318,IN,39,154,,,,2,,,,,,,18,9,25,193,193,34,193,0,0
20200318,KS,16,417,,,,1,,,,,,,20,1,35,433,433,36,433,0,0
20200318,KY,26,354,,,,1,,,,,,,21,4,59,380,380,63,380,0,0
20200318,LA,240,335,,,,6,,,,,,,22,103,49,575,575,152,575,2,0
20200318,MA,156,2115,,,,2,,,,,,,25,38,482,2271,2271,520,2271,2,0
20200318,MD,85,94,,,,2,,,,85,2,,24,28,0,179,179,28,179,2,0
20200318,ME,43,1670,,,,,,,,,,,23,11,367,1713,1713,378,1713,0,0
